POÇO ANP;BLOCO;BACIA;BACIAS AGRUPADAS;ESTADO;AMBIENTE;OPERADOR;INÍCIO DA PERFURAÇÃO;CONCLUSÃO DO POÇO;PROFUNDIDADE FINAL (m);ATINGIU PRÉ-SAL?;NOTIFICAÇÃO DE DESCOBERTA ?;DATA DA 1ª DESCOBERTA;FLUIDO NOTIFICAÇÃO DESCOBERTA
1-BRSA-72-BA;BTUS-3;Tucano Sul;Nova Fronteira;BA;TERRA;Petrobras;28/05/2001;02/08/2001;3570;Não;Não;;
1-BRSA-77-BAS;BCUM-1;Cumuruxatiba;Margem Leste;BA;MAR;Petrobras;07/06/2001;04/08/2001;2551;Não;Sim;17/07/2001;Gás
1-ESSO-1-APS;BFZ-1;Foz do Amazonas;Margem Equatorial;AP;MAR;Esso Explor e Des;07/07/2001;05/08/2001;3095;Não;Não;;
4-BRSA-68HP-ES;BCED;Espírito Santo;Maduras;ES;TERRA;Petrobras;08/05/2001;05/08/2001;1632;Não;Sim;17/05/2001;Petróleo
1-BRSA-91-ESS;BES-200;Espírito Santo;Margem Leste;ES;MAR;Petrobras;05/07/2001;06/08/2001;4970;Não;Sim;27/07/2001;Gás
1-BRSA-97-ALS;SEAL-300;Alagoas;Margem Leste;AL;MAR;Petrobras;05/08/2001;07/08/2001;775;Não;Não;;
1-BRSA-79-RN;BPOT-4;Potiguar;Maduras;RN;TERRA;Petrobras;16/06/2001;09/08/2001;2345;Não;Não;;
1-BRSA-90-CES;BPOT-100;Potiguar;Margem Equatorial;CE;MAR;Petrobras;05/07/2001;10/08/2001;3952;Não;Não;;
1-SHEL-7-ESS;BC-10;Campos;Margem Leste;ES;MAR;Shell;22/07/2001;12/08/2001;3275;Não;Sim;01/08/2001;Petróleo
3-ELPS-8-PR;BPAR-10;Paraná;Nova Fronteira;PR;TERRA;3R Petroleum;15/06/2001;14/08/2001;2828;Não;Sim;17/08/2001;Gás
1-BRSA-93-RJS;BC-500;Campos;Margem Leste;RJ;MAR;Petrobras;17/07/2001;29/08/2001;4056;Sim;Sim;31/07/2001;Petróleo
3-BRSA-99-RJS;BS-500;Santos;Margem Leste;RJ;MAR;Petrobras;08/08/2001;30/08/2001;3675;Não;Sim;29/08/2001;Petróleo
1-BRSA-60-SCS;BS-3;Santos;Margem Leste;SC;MAR;Petrobras;07/04/2001;02/09/2001;5376;Não;Sim;02/07/2001;Petróleo
3-BRSA-100D-RNS;BPOT-10;Potiguar;Margem Equatorial;RN;MAR;Petrobras;10/08/2001;17/09/2001;1930;Não;Não;;
1-BRSA-113D-SES;SEAL-100;Sergipe;Margem Leste;SE;MAR;Petrobras;22/09/2001;23/09/2001;1180;Não;Não;;
1-BRSA-67-ESS;BES-2;Espírito Santo;Margem Leste;ES;MAR;Petrobras;04/05/2001;04/10/2001;4967;Não;Sim;30/05/2001;Gás
1-BRSA-104-RJS;BS-500;Santos;Margem Leste;RJ;MAR;Petrobras;08/09/2001;10/10/2001;4499;Sim;Não;;
1-BRSA-98-AM;BA-3;Amazonas;Nova Fronteira;AM;TERRA;Petrobras;07/08/2001;13/10/2001;2313;Não;Sim;10/09/2001;Gás
1-BRSA-78-ESS;BE-49;Espírito Santo;Margem Leste;ES;MAR;Petrobras;14/06/2001;20/10/2001;4162;Não;Sim;02/08/2001;Gás
1-BRSA-102-RJS;BS-500;Santos;Margem Leste;RJ;MAR;Petrobras;01/09/2001;02/11/2001;5347;Não;Não;;
3-BRSA-106-BAS;BCAM-40;Camamu;Margem Leste;BA;MAR;Petrobras;12/09/2001;08/11/2001;1650;Não;Sim;08/10/2001;Gás e Petróleo
1-BRSA-95-RN;BPOT-4;Potiguar;Maduras;RN;TERRA;Petrobras;21/07/2001;13/11/2001;447;Não;Sim;26/07/2001;Petróleo
1-BRSA-110-RN;BT-POT-4;Potiguar;Maduras;RN;TERRA;Petrobras;31/10/2001;15/11/2001;897;Não;Não;;
1-DEV-3-RJS;BM-C-8;Campos;Margem Leste;RJ;MAR;BP Energy;23/10/2001;18/11/2001;2400;Não;Sim;09/11/2001;Petróleo
3-BRSA-107-RNS;BPOT-10;Potiguar;Margem Equatorial;RN;MAR;Petrobras;24/09/2001;22/11/2001;404;Não;Não;;
1-BRSA-103-RJS;BS-500;Santos;Margem Leste;RJ;MAR;Petrobras;02/09/2001;07/12/2001;5602;Não;Sim;12/09/2001;Petróleo
1-BRSA-117-RJS;BC-200;Campos;Margem Leste;RJ;MAR;Petrobras;23/11/2001;19/12/2001;3628;Não;Sim;18/12/2001;Petróleo
1-BRSA-112-AM;BA-1;Amazonas;Nova Fronteira;AM;TERRA;Petrobras;09/11/2001;20/12/2001;2140;Não;Não;;
1-BRSA-114-SPS;BS-400;Santos;Margem Leste;SP;MAR;Petrobras;09/11/2001;23/12/2001;5451;Não;Sim;21/12/2001;Não Caracterizado
3-SHEL-8-RJS;BS-4;Santos;Margem Leste;RJ;MAR;Shell;18/08/2001;24/12/2001;2522;Não;Sim;13/11/2001;Petróleo
3-BRSA-111-SES;SEAL-100;Sergipe;Margem Leste;SE;MAR;Petrobras;07/11/2001;25/12/2001;3262;Não;Não;;
3-BRSA-116-RN;BPOT-4;Potiguar;Maduras;RN;TERRA;Petrobras;18/11/2001;26/12/2001;294;Não;Não;;
1-BRSA-120-RJS;BC-400;Campos;Margem Leste;RJ;MAR;Petrobras;13/12/2001;13/01/2002;4942;Não;Não;;
3-BRSA-115-BAS;BCAM-40;Camamu;Margem Leste;BA;MAR;Petrobras;16/11/2001;17/01/2002;1671;Não;Sim;11/12/2001;Petróleo
1-BRSA-108-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;07/10/2001;19/01/2002;2005;Não;Não;;
1-BRSA-122-RJS;BS-500;Santos;Margem Leste;RJ;MAR;Petrobras;24/12/2001;20/01/2002;4029;Sim;Sim;08/01/2002;Petróleo
4-BRSA-119-SES;SEAL-10;Sergipe;Margem Leste;SE;MAR;Petrobras;08/12/2001;20/01/2002;3000;Não;Não;;
1-BRSA-127-RJS;BS-500;Santos;Margem Leste;RJ;MAR;Petrobras;24/01/2002;10/02/2002;3898;Não;Não;;
3-BRSA-128-BAS;BCAM-40;Camamu;Margem Leste;BA;MAR;Petrobras;25/01/2002;25/02/2002;1853;Não;Não;;
1-BRSA-125-RJS;BC-200;Campos;Margem Leste;RJ;MAR;Petrobras;18/01/2002;03/03/2002;5658;Não;Não;;
1-BRSA-129-RJS;BC-600;Campos;Margem Leste;RJ;MAR;Petrobras;26/01/2002;09/03/2002;4628;Não;Não;;
1-BRSA-124-RJS;BS-500;Santos;Margem Leste;RJ;MAR;Petrobras;25/12/2001;11/03/2002;5637;Não;Sim;15/02/2002;Petróleo
1-BRSA-130-RJS;BS-500;Santos;Margem Leste;RJ;MAR;Petrobras;20/02/2002;14/03/2002;3246;Não;Sim;11/03/2002;Petróleo
1-BRSA-137-RJS;BS-500;Santos;Margem Leste;RJ;MAR;Petrobras;17/03/2002;01/04/2002;3466;Não;Não;;
3-BRSA-135-BAS;BCAM-40;Camamu;Margem Leste;BA;MAR;Petrobras;11/03/2002;02/04/2002;1536;Não;Não;;
3-BRSA-126-AM;AZU;Amazonas;Nova Fronteira;AM;TERRA;Petrobras;20/01/2002;03/04/2002;2219;Não;Sim;05/03/2002;Gás
1-BRSA-136-ESS;BES-100;Espírito Santo;Margem Leste;ES;MAR;Petrobras;17/03/2002;07/04/2002;3500;Não;Sim;06/04/2002;Petróleo
1-BRSA-132-ALS;SEAL-30;Alagoas;Margem Leste;AL;MAR;Petrobras;25/02/2002;25/04/2002;2840;Não;Não;;
1-BRSA-142-RJS;BC-30;Campos;Margem Leste;RJ;MAR;Petrobras;11/04/2002;29/04/2002;3102;Não;Não;;
1-SHEL-9-ESS;BC-10;Campos;Margem Leste;ES;MAR;Shell;14/04/2002;12/05/2002;3220;Não;Sim;17/05/2002;Petróleo
3-BRSA-141-BAS;BCAM-40;Camamu;Margem Leste;BA;MAR;Petrobras;08/04/2002;15/05/2002;1860;Não;Sim;03/05/2002;Gás e Petróleo
3-BRSA-146-BAS;BCUM-1;Cumuruxatiba;Margem Leste;BA;MAR;Petrobras;22/04/2002;05/06/2002;2620;Não;Não;;
1-TFE-1-RJS;BC-2;Campos;Margem Leste;RJ;MAR;Total Fina Elf;17/05/2002;07/06/2002;3680;Não;Sim;31/05/2002;Petróleo
6-BRSA-139D-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;05/04/2002;07/06/2002;3700;Não;Sim;16/05/2002;Petróleo
3-BRSA-118-RN;BPOT-4;Potiguar;Maduras;RN;TERRA;Petrobras;01/12/2001;12/06/2002;2316;Não;Sim;25/01/2002;Gás e Petróleo
3-BRSA-151-SES;SEAL-10;Sergipe;Margem Leste;SE;MAR;Petrobras;09/06/2002;27/06/2002;1723;Não;Não;;
1-BRSA-147-ESS;BES-100;Espírito Santo;Margem Leste;ES;MAR;Petrobras;06/05/2002;28/06/2002;3324;Não;Não;;
1-BRSA-148-RJS;BC-100;Campos;Margem Leste;RJ;MAR;Petrobras;05/06/2002;04/07/2002;4450;Não;Não;;
1-TFE-2DP-RJS;BC-2;Campos;Margem Leste;RJ;MAR;Total Fina Elf;07/06/2002;13/07/2002;3626;Não;Não;;
4-BRSA-144-RJS;BS-500;Santos;Margem Leste;RJ;MAR;Petrobras;04/04/2002;18/07/2002;2728;Não;Sim;17/04/2002;Petróleo
3-BRSA-145H-RJS;BC-30;Campos;Margem Leste;RJ;MAR;Petrobras;17/04/2002;20/07/2002;4380;Não;Não;;
3-BRSA-150-BAS;BCUM-1;Cumuruxatiba;Margem Leste;BA;MAR;Petrobras;06/06/2002;21/07/2002;2754;Não;Não;;
1-KMG-2-SPS;BS-1;Santos;Margem Leste;SP;MAR;Kerr-McGee Brasil;28/06/2002;05/08/2002;5020;Não;Não;;
1-ESSO-2-ESS;BM-ES-1;Espírito Santo;Margem Leste;ES;MAR;Esso Expl Offshore;18/07/2002;08/08/2002;5109;Não;Não;;
4-BRSA-158-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;23/07/2002;09/08/2002;3775;Não;Sim;07/08/2002;Petróleo
1-BRSA-157-RJS;BS-500;Santos;Margem Leste;RJ;MAR;Petrobras;19/07/2002;12/08/2002;3157;Não;Sim;09/08/2002;Petróleo
3-BRSA-154-SES;SEAL-10;Sergipe;Margem Leste;SE;MAR;Petrobras;08/07/2002;12/08/2002;1863;Não;Sim;29/07/2002;Petróleo
4-BRSA-159-ES;BREG;Espírito Santo;Maduras;ES;TERRA;Petrobras;26/07/2002;26/08/2002;2541;Não;Não;;
1-BRSA-152-RJS;BM-C-6;Campos;Margem Leste;RJ;MAR;Petrobras;06/07/2002;30/08/2002;3451;Sim;Sim;01/08/2002;Petróleo
1-BRSA-162-RJS;BC-20;Campos;Margem Leste;RJ;MAR;Petrobras;16/08/2002;08/09/2002;3845;Não;Sim;05/09/2002;Petróleo
1-SHEL-10-RJS;BS-4;Santos;Margem Leste;RJ;MAR;Shell;12/08/2002;19/09/2002;4677;Não;Não;;
3-BRSA-164-AM;BA-3;Amazonas;Nova Fronteira;AM;TERRA;Petrobras;19/08/2002;03/10/2002;1840;Não;Não;;
3-BRSA-160-ESS;BFRD;Espírito Santo;Margem Leste;ES;MAR;Petrobras;05/08/2002;05/10/2002;2370;Não;Sim;02/09/2002;Gás
3-BRSA-166-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;10/09/2002;07/10/2002;3342;Não;Sim;04/10/2002;Petróleo
3-BRSA-149HP-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;05/06/2002;11/10/2002;3494;Não;Não;;
1-SHEL-11-ESS;BC-10;Campos;Margem Leste;ES;MAR;Shell;26/09/2002;18/10/2002;3087;Não;Sim;09/10/2002;Gás e Petróleo
1-BRSA-153-RJS;BS-500;Santos;Margem Leste;RJ;MAR;Petrobras;07/07/2002;30/10/2002;5900;Não;Sim;04/09/2002;Petróleo
1-BRSA-161-RJS;BS-500;Santos;Margem Leste;RJ;MAR;Petrobras;13/08/2002;06/11/2002;5892;Não;Sim;05/09/2002;Petróleo
1-SHEL-12-ESS;BC-10;Campos;Margem Leste;ES;MAR;Shell;20/10/2002;12/11/2002;4083;Não;Não;;
1-BRSA-155-RJS;BC-200;Campos;Margem Leste;RJ;MAR;Petrobras;12/07/2002;18/11/2002;6170;Sim;Sim;13/09/2002;Gás e Petróleo
3-BRSA-169-ESS;BFRD;Espírito Santo;Margem Leste;ES;MAR;Petrobras;18/10/2002;21/11/2002;2649;Não;Não;;
3-BRSA-170-AM;BA-3;Amazonas;Nova Fronteira;AM;TERRA;Petrobras;24/10/2002;24/11/2002;1730;Não;Não;;
1-BRSA-172-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;07/11/2002;25/11/2002;3700;Não;Sim;21/11/2002;Petróleo
1-BRSA-175-RJS;BS-500;Santos;Margem Leste;RJ;MAR;Petrobras;17/11/2002;28/11/2002;3045;Não;Não;;
1-AGIP-1-RJS;BM-S-4;Santos;Margem Leste;RJ;MAR;Eni Oil;03/10/2002;01/12/2002;5180;Não;Sim;14/10/2002;Petróleo
1-BRSA-171-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;02/11/2002;11/12/2002;2950;Não;Sim;21/11/2002;Gás e Petróleo
3-BRSA-173-SES;SEAL-10;Sergipe;Margem Leste;SE;MAR;Petrobras;08/11/2002;14/12/2002;3334;Não;Não;;
3-BRSA-168-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;15/10/2002;15/12/2002;3220;Não;Sim;04/11/2002;Petróleo
3-BRSA-177-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;29/11/2002;17/12/2002;3102;Não;Sim;16/12/2002;Petróleo
1-BRSA-174-RJS;BC-400;Campos;Margem Leste;RJ;MAR;Petrobras;16/11/2002;21/12/2002;2383;Não;Não;;
1-BRSA-180-ESS;BES-100;Espírito Santo;Margem Leste;ES;MAR;Petrobras;14/12/2002;01/01/2003;3165;Não;Não;;
1-BRSA-176-RJS;BC-200;Campos;Margem Leste;RJ;MAR;Petrobras;25/11/2002;09/01/2003;4970;Não;Não;;
1-BRSA-181-RJS;BC-400;Campos;Margem Leste;RJ;MAR;Petrobras;20/12/2002;14/01/2003;5074;Não;Não;;
4-ELPS-10-BAS;BM-CAL-4;Camamu;Margem Leste;BA;MAR;3R Petroleum;29/12/2002;20/01/2003;1446;Não;Sim;15/01/2003;Gás e Petróleo
1-ELPS-9-PR;BPAR-10;Paraná;Nova Fronteira;PR;TERRA;3R Petroleum;04/12/2002;23/01/2003;2812;Não;Não;;
1-BRSA-183D-RJS;BS-500;Santos;Margem Leste;RJ;MAR;Petrobras;01/01/2003;01/02/2003;4622;Sim;Não;;
3-BRSA-188-RJS;BS-500;Santos;Margem Leste;RJ;MAR;Petrobras;04/02/2003;11/02/2003;2280;Não;Não;;
1-BRSA-178-SES;SEAL-100;Sergipe;Margem Leste;SE;MAR;Petrobras;05/12/2002;12/02/2003;3909;Não;Sim;14/01/2003;Petróleo
3-ELPS-11-BAS;BM-CAL-4;Camamu;Margem Leste;BA;MAR;3R Petroleum;26/01/2003;18/02/2003;1500;Não;Sim;11/02/2003;Petróleo
1-AGIP-2-RJS;BM-S-4;Santos;Margem Leste;RJ;MAR;Eni Oil;22/01/2003;22/02/2003;4030;Não;Sim;05/02/2003;Petróleo
3-BRSA-143-RNS;BPOT-100A;Potiguar;Margem Equatorial;RN;MAR;Petrobras;13/04/2002;08/03/2003;4675;Não;Sim;10/12/2002;Gás e Petróleo
4-ELPS-13-BAS;BM-CAL-4;Camamu;Margem Leste;BA;MAR;3R Petroleum;27/02/2003;12/03/2003;1440;Não;Não;;
3-BRSA-156-ES;BCED;Espírito Santo;Maduras;ES;TERRA;Petrobras;17/07/2002;13/03/2003;981;Não;Sim;29/07/2002;Petróleo
1-BRSA-191-RJS;BC-30;Campos;Margem Leste;RJ;MAR;Petrobras;26/02/2003;17/03/2003;3205;Não;Não;;
4-BRSA-189-SES;SEAL-100;Sergipe;Margem Leste;SE;MAR;Petrobras;14/02/2003;17/03/2003;3750;Não;Sim;05/03/2003;Petróleo
1-BRSA-193-RN;BT-POT-4;Potiguar;Maduras;RN;TERRA;Petrobras;13/03/2003;24/03/2003;1322;Não;Não;;
1-BRSA-182-RJS;BC-400;Campos;Margem Leste;RJ;MAR;Petrobras;22/12/2002;01/04/2003;5246;Sim;Sim;27/01/2003;Petróleo
1-BRSA-192-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;05/03/2003;05/04/2003;3600;Não;Sim;02/04/2003;Petróleo
1-ELPS-4-PR;BPAR-10;Paraná;Nova Fronteira;PR;TERRA;3R Petroleum;24/03/2001;11/04/2003;2765;Não;Sim;04/05/2001;Não Caracterizado
1-BRSA-195-RN;BT-POT-4;Potiguar;Maduras;RN;TERRA;Petrobras;01/04/2003;12/04/2003;1345;Não;Não;;
4-BRSA-194-SES;SEAL-100;Sergipe;Margem Leste;SE;MAR;Petrobras;30/03/2003;12/04/2003;2406;Não;Não;;
1-QG-2-BA;BT-REC-1;Recôncavo;Maduras;BA;TERRA;Constellation;15/02/2003;17/04/2003;2712;Não;Não;;
3-BRSA-190-SCS;BS-3;Santos;Margem Leste;SC;MAR;Petrobras;19/02/2003;17/04/2003;5336;Não;Sim;15/04/2003;Petróleo
3-SHEL-13-ESS;BC-10;Campos;Margem Leste;ES;MAR;Shell;29/03/2003;19/04/2003;3040;Não;Sim;09/04/2003;Petróleo
3-BRSA-184-RJS;BS-500;Santos;Margem Leste;RJ;MAR;Petrobras;12/01/2003;22/04/2003;5590;Não;Sim;27/01/2003;Petróleo
1-BRSA-196-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;06/04/2003;23/04/2003;3024;Não;Sim;24/04/2003;Petróleo
1-TFE-3-RJS;BC-2;Campos;Margem Leste;RJ;MAR;Total Fina Elf;24/02/2003;23/04/2003;5172;Não;Sim;28/03/2003;Petróleo
4-ELPS-12-BAS;BM-CAL-4;Camamu;Margem Leste;BA;MAR;3R Petroleum;18/03/2003;26/04/2003;1450;Não;Sim;01/04/2003;Gás e Petróleo
1-BRSA-201-SPS;BS-400;Santos;Margem Leste;SP;MAR;Petrobras;24/04/2003;28/04/2003;896;Não;Não;;
4-BRSA-185-SPS;BS-400;Santos;Margem Leste;SP;MAR;Petrobras;16/01/2003;06/05/2003;4956;Não;Sim;13/02/2003;Gás
1-BRSA-186-ESS;BES-100;Espírito Santo;Margem Leste;ES;MAR;Petrobras;18/01/2003;12/05/2003;6406;Não;Sim;07/03/2003;Petróleo
1-BRSA-199-RJS;BC-20;Campos;Margem Leste;RJ;MAR;Petrobras;23/04/2003;12/05/2003;3651;Não;Não;;
4-BRSA-197-SES;SEAL-100;Sergipe;Margem Leste;SE;MAR;Petrobras;13/04/2003;14/05/2003;3786;Não;Não;;
1-BRSA-200-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;24/04/2003;15/05/2003;3429;Não;Sim;15/05/2003;Petróleo
1-BRSA-212-RJS;BC-400;Campos;Margem Leste;RJ;MAR;Petrobras;15/05/2003;28/05/2003;2657;Não;Não;;
1-BRSA-214-SES;SEAL-100;Sergipe;Margem Leste;SE;MAR;Petrobras;16/05/2003;08/06/2003;3918;Não;Não;;
1-AGIP-3-ESS;BM-C-4;Campos;Margem Leste;ES;MAR;Petrobras;25/04/2003;13/06/2003;5065;Não;Sim;21/05/2003;Petróleo
1-BRSA-215-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;17/05/2003;13/06/2003;3237;Não;Sim;05/06/2003;Petróleo
1-BRSA-216-RJS;MRB;Campos;Margem Leste;RJ;MAR;Petrobras;21/05/2003;13/06/2003;3145;Não;Sim;11/06/2003;Petróleo
1-SHEL-14-RJS;BM-C-10;Campos;Margem Leste;RJ;MAR;Shell;25/04/2003;15/06/2003;5226;Sim;Não;;
1-BRSA-219-ESS;BC-600;Campos;Margem Leste;ES;MAR;Petrobras;03/06/2003;23/06/2003;4011;Não;Não;;
4-BRSA-218-RJS;BC-20;Campos;Margem Leste;RJ;MAR;Petrobras;30/05/2003;24/06/2003;3327;Não;Sim;23/06/2003;Petróleo
1-BRSA-213-RJS;BC-100;Campos;Margem Leste;RJ;MAR;Petrobras;15/05/2003;25/06/2003;4433;Não;Sim;23/06/2003;Petróleo
1-BRSA-225-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;14/06/2003;28/06/2003;3423;Não;Não;;
1-BRSA-224-SES;SEAL-100;Sergipe;Margem Leste;SE;MAR;Petrobras;14/06/2003;05/07/2003;3330;Não;Não;;
1-BRSA-228-ESS;BES-100;Espírito Santo;Margem Leste;ES;MAR;Petrobras;26/06/2003;16/07/2003;4200;Não;Não;;
1-BRSA-229-ESS;BES-200;Espírito Santo;Margem Leste;ES;MAR;Petrobras;29/06/2003;18/07/2003;2128;Não;Não;;
4-BRSA-227-RJS;BC-50;Campos;Margem Leste;RJ;MAR;Petrobras;20/06/2003;18/07/2003;3095;Não;Sim;04/07/2003;Petróleo
1-MPE-1-BA;BT-REC-3;Recôncavo;Maduras;BA;TERRA;Marítima;13/05/2003;24/07/2003;2160;Não;Sim;17/07/2003;Petróleo
1-BRSA-211-RJS;BS-500;Santos;Margem Leste;RJ;MAR;Petrobras;05/05/2003;26/07/2003;6020;Não;Sim;12/06/2003;Gás
1-ELPS-14-SPS;BS-1;Santos;Margem Leste;SP;MAR;Elf Brasil;15/05/2003;30/07/2003;2835;Não;Não;;
3-SHEL-16HP-ESS;BC-10;Campos;Margem Leste;ES;MAR;Shell;02/07/2003;18/08/2003;3185;Não;Sim;08/07/2003;Petróleo
1-BRSA-230-RJS;BC-400;Campos;Margem Leste;RJ;MAR;Petrobras;30/06/2003;27/08/2003;5139;Sim;Sim;15/08/2003;Petróleo
4-BRSA-232-ESS;BC-600;Campos;Margem Leste;ES;MAR;Petrobras;19/07/2003;29/08/2003;5118;Sim;Não;;
1-BRSA-223-ESS;BES-100;Espírito Santo;Margem Leste;ES;MAR;Petrobras;08/06/2003;04/09/2003;4710;Não;Sim;14/07/2003;Petróleo
1-MPE-3-AL;BT-SEAL-3;Alagoas;Maduras;AL;TERRA;Marítima;15/08/2003;07/09/2003;1678;Não;Não;;
1-BRSA-220-SPS;BS-400;Santos;Margem Leste;SP;MAR;Petrobras;04/06/2003;08/09/2003;5025;Não;Sim;05/08/2003;Petróleo
4-BRSA-231-RJS;BC-30;Campos;Margem Leste;RJ;MAR;Petrobras;11/07/2003;11/09/2003;4590;Sim;Sim;12/09/2003;Petróleo
1-BRSA-233-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;20/07/2003;27/09/2003;4700;Não;Sim;05/08/2003;Petróleo
3-BRSA-242-SPS;BS-400;Santos;Margem Leste;SP;MAR;Petrobras;25/09/2003;28/09/2003;1119;Não;Não;;
1-BRSA-241-ES;BT-ES-12;Espírito Santo;Maduras;ES;TERRA;Petrobras;19/09/2003;06/10/2003;742;Não;Sim;03/10/2003;Petróleo
3-BRSA-240-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;16/09/2003;15/10/2003;3374;Não;Sim;11/10/2003;Petróleo
1-BRSA-245-RN;BT-POT-4;Potiguar;Maduras;RN;TERRA;Petrobras;05/10/2003;17/10/2003;1225;Não;Sim;15/10/2003;Petróleo
6-BRSA-236D-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;29/08/2003;22/10/2003;3801;Não;Sim;30/09/2003;Petróleo
3-BRSA-237-ESS;BES-100;Espírito Santo;Margem Leste;ES;MAR;Petrobras;01/09/2003;31/10/2003;4712;Não;Sim;26/10/2003;Petróleo
4-BRSA-248-ES;SAI_OP;Espírito Santo;Maduras;ES;TERRA;Petrobras;24/10/2003;10/11/2003;951;Não;Sim;06/11/2003;Petróleo
1-BRSA-244-RJS;BM-C-3;Campos;Margem Leste;RJ;MAR;Petrobras;29/09/2003;26/11/2003;5750;Não;Sim;14/11/2003;Petróleo
3-BRSA-234-RJS;MRB;Campos;Margem Leste;RJ;MAR;Petrobras;23/08/2003;28/11/2003;3931;Sim;Sim;14/09/2003;Petróleo
1-MPE-2-BA;BT-REC-2;Recôncavo;Maduras;BA;TERRA;Marítima;09/08/2003;05/12/2003;2250;Não;Sim;07/10/2003;Petróleo
3-BRSA-250-ESS;BES-100;Espírito Santo;Margem Leste;ES;MAR;Petrobras;02/11/2003;15/12/2003;4096;Não;Sim;03/12/2003;Petróleo
3-ELPS-15D-SPS;BS-1;Santos;Margem Leste;SP;MAR;Elf Brasil;04/08/2003;11/01/2004;5665;Não;Sim;02/10/2003;Gás
4-BRSA-249-ESS;BES-100;Espírito Santo;Margem Leste;ES;MAR;Petrobras;25/10/2003;11/01/2004;4700;Não;Sim;22/11/2003;Petróleo
4-BRSA-256-ESS;BES-100;Espírito Santo;Margem Leste;ES;MAR;Petrobras;11/12/2003;25/01/2004;4689;Não;Sim;23/12/2003;Petróleo
3-BRSA-252-SES;SEAL-100;Sergipe;Margem Leste;SE;MAR;Petrobras;22/11/2003;26/01/2004;3763;Não;Sim;15/12/2003;Petróleo
1-MPE-4-BA;BT-REC-3;Recôncavo;Maduras;BA;TERRA;Marítima;23/12/2003;05/02/2004;2003;Não;Não;;
1-BRSA-257-RN;BT-POT-4;Potiguar;Maduras;RN;TERRA;Petrobras;14/12/2003;18/02/2004;1375;Não;Sim;26/12/2003;Petróleo
3-BRSA-261-SES;SEAL-100;Sergipe;Margem Leste;SE;MAR;Petrobras;25/01/2004;21/02/2004;3914;Não;Não;;
3-BRSA-255-RJS;MRB;Campos;Margem Leste;RJ;MAR;Petrobras;02/12/2003;29/02/2004;3918;Sim;Sim;03/01/2004;Petróleo
3-BRSA-260-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;19/01/2004;10/04/2004;3325;Não;Sim;20/02/2004;Petróleo
1-WINT-1-SPS;BM-S-14;Santos;Margem Leste;SP;MAR;Wintershall BM-S-14;24/01/2004;24/04/2004;4821;Não;Sim;08/03/2004;Gás
4-BRSA-262-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;27/01/2004;27/04/2004;3474;Não;Sim;15/02/2004;Petróleo
3-BRSA-273-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;17/04/2004;06/05/2004;3115;Não;Não;;
1-BRSA-266D-AL;BT-SEAL-2;Alagoas;Maduras;AL;TERRA;Petrobras;05/03/2004;15/05/2004;2217;Não;Sim;04/04/2004;Gás
1-ENC-1-RJS;BM-C-7;Campos;Margem Leste;RJ;MAR;IBV Brasil Petróleo;29/04/2004;23/05/2004;2403;Não;Sim;11/05/2004;Petróleo
3-BRSA-275-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;30/04/2004;28/05/2004;2847;Não;Sim;05/05/2004;Petróleo
1-BRSA-267-BAS;BM-J-1;Jequitinhonha;Margem Leste;BA;MAR;Petrobras;07/02/2004;08/06/2004;3560;Não;Não;;
3-MPE-6-BA;BT-REC-3;Recôncavo;Maduras;BA;TERRA;Marítima;10/05/2004;09/06/2004;2137;Não;Sim;06/06/2004;Gás e Petróleo
3-BRSA-274-ESS;BES-100;Espírito Santo;Margem Leste;ES;MAR;Petrobras;30/04/2004;10/06/2004;4614;Não;Sim;09/06/2004;Petróleo
1-BRSA-280-ES;BT-ES-12;Espírito Santo;Maduras;ES;TERRA;Petrobras;12/06/2004;18/06/2004;703;Não;Não;;
3-BRSA-277-ESS;BC-60;Campos;Margem Leste;ES;MAR;Petrobras;30/05/2004;25/06/2004;2972;Não;Sim;17/06/2004;Petróleo
